year;month;location;location_type;category;grape_type;volume_hl;value_usd
2023;3;ES;Brazil_State;Sales;Wine;3357;8989.06
2023;3;ES;Brazil_State;Sales;Sparkling;154;251.79
2023;4;ES;Brazil_State;Production;Table;445;1169.61
2023;4;ES;Brazil_State;Production;Wine;3341;10119.69
2023;4;ES;Brazil_State;Production;Sparkling;4996;19724.98
2023;4;ES;Brazil_State;Sales;Table;1718;4710.63
2023;4;ES;Brazil_State;Sales;Wine;1101;2973.35
2023;4;ES;Brazil_State;Sales;Sparkling;4773;7739.02
2023;5;ES;Brazil_State;Production;Table;3634;12722.73
2023;5;ES;Brazil_State;Production;Wine;1313;3313.74
2023;5;ES;Brazil_State;Production;Sparkling;2792;10648.19
2023;5;ES;Brazil_State;Sales;Table;3198;12723.5
2023;5;ES;Brazil_State;Sales;Wine;1401;3600.11
2023;5;ES;Brazil_State;Sales;Sparkling;3877;11816.06
2023;6;ES;Brazil_State;Production;Table;2696;7564.8
2023;6;ES;Brazil_State;Production;Wine;2743;10170.49
2023;6;ES;Brazil_State;Production;Sparkling;1072;3422.87
2023;6;ES;Brazil_State;Sales;Table;614;2422.64
2023;6;ES;Brazil_State;Sales;Wine;1109;3172.25
2023;6;ES;Brazil_State;Sales;Sparkling;269;434.09
2023;7;ES;Brazil_State;Production;Table;2368;8946.51
2023;7;ES;Brazil_State;Production;Wine;841;1848.66
2023;7;ES;Brazil_State;Production;Sparkling;1359;5428.92
2023;7;ES;Brazil_State;Sales;Table;4979;16349.32
2023;7;ES;Brazil_State;Sales;Wine;1380;2883.12
2023;7;ES;Brazil_State;Sales;Sparkling;560;1743.45
2023;8;ES;Brazil_State;Production;Table;541;2132.1
2023;8;ES;Brazil_State;Production;Wine;2106;7964.37
2023;8;ES;Brazil_State;Production;Sparkling;1633;2668.1
2023;8;ES;Brazil_State;Sales;Table;1625;4599.2
2023;8;ES;Brazil_State;Sales;Wine;1811;5227.88
2023;8;ES;Brazil_State;Sales;Sparkling;3376;11733.0
2023;9;ES;Brazil_State;Production;Table;2942;8479.15
2023;9;ES;Brazil_State;Production;Wine;4194;8952.07
2023;9;ES;Brazil_State;Production;Sparkling;4481;7042.24
2023;9;ES;Brazil_State;Sales;Table;1195;4701.96
2023;9;ES;Brazil_State;Sales;Wine;242;503.8
2023;9;ES;Brazil_State;Sales;Sparkling;3584;10310.66
2023;10;ES;Brazil_State;Production;Table;2575;7811.56
2023;10;ES;Brazil_State;Production;Wine;4798;8264.59
2023;10;ES;Brazil_State;Production;Sparkling;4996;9572.51
2023;10;ES;Brazil_State;Sales;Table;842;1789.37
2023;10;ES;Brazil_State;Sales;Wine;4733;11246.44
2023;10;ES;Brazil_State;Sales;Sparkling;1359;2468.43
2023;11;ES;Brazil_State;Production;Table;346;641.88
2023;11;ES;Brazil_State;Production;Wine;4977;19597.8
2023;11;ES;Brazil_State;Production;Sparkling;4161;11318.88
2023;11;ES;Brazil_State;Sales;Table;121;339.1
2023;11;ES;Brazil_State;Sales;Wine;115;325.27
2023;11;ES;Brazil_State;Sales;Sparkling;1266;4080.41
2023;12;ES;Brazil_State;Production;Table;3289;8800.93
2023;12;ES;Brazil_State;Production;Wine;3764;11504.91
2023;12;ES;Brazil_State;Production;Sparkling;935;2283.62
2023;12;ES;Brazil_State;Sales;Table;3927;7428.99
2023;12;ES;Brazil_State;Sales;Wine;4920;18205.62
2023;12;ES;Brazil_State;Sales;Sparkling;4265;7011.36
2024;1;ES;Brazil_State;Production;Table;3412;12519.53
2024;1;ES;Brazil_State;Production;Wine;3794;8824.66
2024;1;ES;Brazil_State;Production;Sparkling;3515;12465.44
2024;1;ES;Brazil_State;Sales;Table;511;1198.66
2024;1;ES;Brazil_State;Sales;Wine;3521;10618.6
2024;1;ES;Brazil_State;Sales;Sparkling;3213;12615.85
2024;2;ES;Brazil_State;Production;Table;55;151.69
2024;2;ES;Brazil_State;Production;Wine;4020;11974.67
2024;2;ES;Brazil_State;Production;Sparkling;148;288.01
2024;2;ES;Brazil_State;Sales;Table;1230;2592.23
2024;2;ES;Brazil_State;Sales;Wine;1188;4089.28
2024;2;ES;Brazil_State;Sales;Sparkling;3121;9816.81
2024;3;ES;Brazil_State;Production;Table;2842;6724.41
2024;3;ES;Brazil_State;Production;Wine;64;127.06
2024;3;ES;Brazil_State;Production;Sparkling;2735;5078.36
2024;3;ES;Brazil_State;Sales;Table;1286;4720.66
2024;3;ES;Brazil_State;Sales;Wine;4150;11382.83
2024;3;ES;Brazil_State;Sales;Sparkling;3270;9363.34
2024;4;ES;Brazil_State;Production;Table;3347;11258.5
2024;4;ES;Brazil_State;Production;Wine;4314;10784.59
2024;4;ES;Brazil_State;Production;Sparkling;1049;2891.67
2024;4;ES;Brazil_State;Sales;Table;4649;8970.12
2024;4;ES;Brazil_State;Sales;Wine;2141;6469.48
2024;4;ES;Brazil_State;Sales;Sparkling;4132;8219.23
2024;5;ES;Brazil_State;Production;Table;3027;7532.73
2024;5;ES;Brazil_State;Production;Wine;3843;8351.52
2024;5;ES;Brazil_State;Production;Sparkling;647;1038.39
2024;5;ES;Brazil_State;Sales;Table;4185;7888.45
2024;5;ES;Brazil_State;Sales;Wine;4320;12559.32
2024;5;ES;Brazil_State;Sales;Sparkling;1266;2812.63
2024;6;ES;Brazil_State;Production;Table;3861;13761.29
2024;6;ES;Brazil_State;Production;Wine;981;2843.19
2024;6;ES;Brazil_State;Production;Sparkling;4052;8861.08
2024;6;ES;Brazil_State;Sales;Table;3028;9091.77
2024;6;ES;Brazil_State;Sales;Wine;3942;13609.21
2024;6;ES;Brazil_State;Sales;Sparkling;4645;15638.86
2024;7;ES;Brazil_State;Production;Table;2968;5220.54
2024;7;ES;Brazil_State;Production;Wine;2614;5859.42
2024;7;ES;Brazil_State;Production;Sparkling;2220;3790.25
2024;7;ES;Brazil_State;Sales;Table;1226;3893.63
2024;7;ES;Brazil_State;Sales;Wine;1235;3890.15
2024;7;ES;Brazil_State;Sales;Sparkling;3497;7755.93
2024;8;ES;Brazil_State;Production;Table;2520;6507.7
2024;8;ES;Brazil_State;Production;Wine;4949;11684.94
2024;8;ES;Brazil_State;Production;Sparkling;1985;7597.88
2024;8;ES;Brazil_State;Sales;Table;1132;4111.94
2024;8;ES;Brazil_State;Sales;Wine;403;759.67
2024;8;ES;Brazil_State;Sales;Sparkling;1935;6366.6
2024;9;ES;Brazil_State;Production;Table;2570;8205.25
2024;9;ES;Brazil_State;Production;Wine;4058;6576.72
2024;9;ES;Brazil_State;Production;Sparkling;1597;6198.32
2024;9;ES;Brazil_State;Sales;Table;4254;15745.63
2024;9;ES;Brazil_State;Sales;Wine;3387;11976.59
2024;9;ES;Brazil_State;Sales;Sparkling;1567;3336.88
2024;10;ES;Brazil_State;Production;Table;3534;10438.82
2024;10;ES;Brazil_State;Production;Wine;3102;8716.57
2024;10;ES;Brazil_State;Production;Sparkling;982;2762.49
2024;10;ES;Brazil_State;Sales;Table;3288;9208.15
2024;10;ES;Brazil_State;Sales;Wine;1184;2306.19
2024;10;ES;Brazil_State;Sales;Sparkling;2961;10352.37
2024;11;ES;Brazil_State;Production;Table;3071;8998.8
2024;11;ES;Brazil_State;Production;Wine;351;1233.7
2024;11;ES;Brazil_State;Production;Sparkling;559;1836.2
2024;11;ES;Brazil_State;Sales;Table;3495;5679.54
2024;11;ES;Brazil_State;Sales;Wine;844;3288.57
2024;11;ES;Brazil_State;Sales;Sparkling;4906;10443.81
2024;12;ES;Brazil_State;Production;Table;484;1031.32
2024;12;ES;Brazil_State;Production;Wine;2088;4409.8
2024;12;ES;Brazil_State;Production;Sparkling;1954;7077.16
2024;12;ES;Brazil_State;Sales;Table;3001;11532.19
2024;12;ES;Brazil_State;Sales;Wine;4699;13317.03
2024;12;ES;Brazil_State;Sales;Sparkling;3419;5347.14
2015;1;GO;Brazil_State;Production;Table;3777;6966.0
2015;1;GO;Brazil_State;Production;Wine;3375;7625.87
2015;1;GO;Brazil_State;Production;Sparkling;2353;7924.75
2015;1;GO;Brazil_State;Sales;Table;3271;7343.74
2015;1;GO;Brazil_State;Sales;Wine;1132;3932.93
2015;1;GO;Brazil_State;Sales;Sparkling;4981;7799.59
2015;2;GO;Brazil_State;Production;Table;1642;4646.14
2015;2;GO;Brazil_State;Production;Wine;2825;9316.93
2015;2;GO;Brazil_State;Production;Sparkling;3103;8633.19
2015;2;GO;Brazil_State;Sales;Table;2281;4865.1
2015;2;GO;Brazil_State;Sales;Wine;1611;3089.63
2015;2;GO;Brazil_State;Sales;Sparkling;4992;15561.89
2015;3;GO;Brazil_State;Production;Table;1650;3804.48
2015;3;GO;Brazil_State;Production;Wine;2106;6024.21
2015;3;GO;Brazil_State;Production;Sparkling;3021;6222.55
2015;3;GO;Brazil_State;Sales;Table;3149;8928.91
2015;3;GO;Brazil_State;Sales;Wine;76;279.98
2015;3;GO;Brazil_State;Sales;Sparkling;134;339.28
2015;4;GO;Brazil_State;Production;Table;1172;3464.88
2015;4;GO;Brazil_State;Production;Wine;61;200.4
2015;4;GO;Brazil_State;Production;Sparkling;1798;2890.86
2015;4;GO;Brazil_State;Sales;Table;2669;9066.55
2015;4;GO;Brazil_State;Sales;Wine;229;516.61
2015;4;GO;Brazil_State;Sales;Sparkling;3863;9926.37
2015;5;GO;Brazil_State;Production;Table;2074;3579.3
2015;5;GO;Brazil_State;Production;Wine;936;2524.96
2015;5;GO;Brazil_State;Production;Sparkling;1569;5248.12
2015;5;GO;Brazil_State;Sales;Table;2482;5712.94
2015;5;GO;Brazil_State;Sales;Wine;966;3539.01
2015;5;GO;Brazil_State;Sales;Sparkling;1831;3713.56
2015;6;GO;Brazil_State;Production;Table;2920;7558.34
2015;6;GO;Brazil_State;Production;Wine;964;2833.48
2015;6;GO;Brazil_State;Production;Sparkling;3340;10433.41
2015;6;GO;Brazil_State;Sales;Table;1429;3965.08
2015;6;GO;Brazil_State;Sales;Wine;2124;6956.26
2015;6;GO;Brazil_State;Sales;Sparkling;850;1933.25
2015;7;GO;Brazil_State;Production;Table;2787;5001.69
2015;7;GO;Brazil_State;Production;Wine;4884;9650.58
2015;7;GO;Brazil_State;Production;Sparkling;3927;11006.88
2015;7;GO;Brazil_State;Sales;Table;2138;6975.83
2015;7;GO;Brazil_State;Sales;Wine;3514;10049.48
2015;7;GO;Brazil_State;Sales;Sparkling;4862;18579.19
2015;8;GO;Brazil_State;Production;Table;2641;8121.12
2015;8;GO;Brazil_State;Production;Wine;1215;3219.3
2015;8;GO;Brazil_State;Production;Sparkling;659;1572.15
2015;8;GO;Brazil_State;Sales;Table;2911;7635.99
2015;8;GO;Brazil_State;Sales;Wine;1805;6777.05
2015;8;GO;Brazil_State;Sales;Sparkling;4688;11835.31
2015;9;GO;Brazil_State;Production;Table;2168;8099.56
2015;9;GO;Brazil_State;Production;Wine;3173;8961.94
2015;9;GO;Brazil_State;Production;Sparkling;4957;8365.21
2015;9;GO;Brazil_State;Sales;Table;1623;3347.23
2015;9;GO;Brazil_State;Sales;Wine;1816;4911.71
2015;9;GO;Brazil_State;Sales;Sparkling;4725;14480.31
2015;10;GO;Brazil_State;Production;Table;1492;4623.77
2015;10;GO;Brazil_State;Production;Wine;4023;6214.26
2015;10;GO;Brazil_State;Production;Sparkling;775;2223.75
2015;10;GO;Brazil_State;Sales;Table;3877;12407.78
2015;10;GO;Brazil_State;Sales;Wine;4715;12658.83
2015;10;GO;Brazil_State;Sales;Sparkling;547;2118.05
2015;11;GO;Brazil_State;Production;Table;754;2848.72
2015;11;GO;Brazil_State;Production;Wine;4177;8434.92
2015;11;GO;Brazil_State;Production;Sparkling;1966;7681.47
2015;11;GO;Brazil_State;Sales;Table;1895;6387.66
2015;11;GO;Brazil_State;Sales;Wine;1486;5538.53
2015;11;GO;Brazil_State;Sales;Sparkling;3140;5809.51
2015;12;GO;Brazil_State;Production;Table;1686;5033.22
2015;12;GO;Brazil_State;Production;Wine;141;391.73
2015;12;GO;Brazil_State;Production;Sparkling;4873;9894.39
2015;12;GO;Brazil_State;Sales;Table;881;3376.73
2015;12;GO;Brazil_State;Sales;Wine;2175;4843.42
2015;12;GO;Brazil_State;Sales;Sparkling;313;917.89
2016;1;GO;Brazil_State;Production;Table;1336;4187.03
2016;1;GO;Brazil_State;Production;Wine;1927;5420.66
2016;1;GO;Brazil_State;Production;Sparkling;2673;7275.45
2016;1;GO;Brazil_State;Sales;Table;1247;3794.9
2016;1;GO;Brazil_State;Sales;Wine;2560;5247.25
2016;1;GO;Brazil_State;Sales;Sparkling;1969;7125.66
2016;2;GO;Brazil_State;Production;Table;3370;8795.24
2016;2;GO;Brazil_State;Production;Wine;3290;11223.99
2016;2;GO;Brazil_State;Production;Sparkling;3442;8773.14
2016;2;GO;Brazil_State;Sales;Table;3833;8205.43
2016;2;GO;Brazil_State;Sales;Wine;939;1911.94
2016;2;GO;Brazil_State;Sales;Sparkling;839;3128.32
2016;3;GO;Brazil_State;Production;Table;708;1874.09
2016;3;GO;Brazil_State;Production;Wine;1068;4102.96
2016;3;GO;Brazil_State;Production;Sparkling;3756;8625.7
2016;3;GO;Brazil_State;Sales;Table;2346;6857.02
2016;3;GO;Brazil_State;Sales;Wine;1430;4290.05
2016;3;GO;Brazil_State;Sales;Sparkling;4864;13848.04
2016;4;GO;Brazil_State;Production;Table;3147;10468.79
2016;4;GO;Brazil_State;Production;Wine;1419;4664.29
2016;4;GO;Brazil_State;Production;Sparkling;2114;7832.62
2016;4;GO;Brazil_State;Sales;Table;2867;9404.61
2016;4;GO;Brazil_State;Sales;Wine;4090;12796.48
2016;4;GO;Brazil_State;Sales;Sparkling;1275;2694.36
2016;5;GO;Brazil_State;Production;Table;58;146.95
2016;5;GO;Brazil_State;Production;Wine;1658;3378.27
2016;5;GO;Brazil_State;Production;Sparkling;3717;7645.39
2016;5;GO;Brazil_State;Sales;Table;4121;14133.03
2016;5;GO;Brazil_State;Sales;Wine;900;2936.89
2016;5;GO;Brazil_State;Sales;Sparkling;349;687.7
2016;6;GO;Brazil_State;Production;Table;1527;4107.35
2016;6;GO;Brazil_State;Production;Wine;1132;2696.64
2016;6;GO;Brazil_State;Production;Sparkling;1415;5393.39
2016;6;GO;Brazil_State;Sales;Table;4001;8980.72
2016;6;GO;Brazil_State;Sales;Wine;2159;4458.87
2016;6;GO;Brazil_State;Sales;Sparkling;1502;5252.07
2016;7;GO;Brazil_State;Production;Table;2353;9364.31
2016;7;GO;Brazil_State;Production;Wine;1901;3176.33
2016;7;GO;Brazil_State;Production;Sparkling;3468;6875.44
2016;7;GO;Brazil_State;Sales;Table;664;2454.34
2016;7;GO;Brazil_State;Sales;Wine;873;3421.85
2016;7;GO;Brazil_State;Sales;Sparkling;2829;9509.38
2016;8;GO;Brazil_State;Production;Table;1290;2363.92
2016;8;GO;Brazil_State;Production;Wine;4181;10902.75
2016;8;GO;Brazil_State;Production;Sparkling;1842;3977.23
2016;8;GO;Brazil_State;Sales;Table;4975;8659.57
2016;8;GO;Brazil_State;Sales;Wine;3992;9244.68
2016;8;GO;Brazil_State;Sales;Sparkling;994;1724.37
2016;9;GO;Brazil_State;Production;Table;4131;11928.45
2016;9;GO;Brazil_State;Production;Wine;908;3063.94
2016;9;GO;Brazil_State;Production;Sparkling;2467;8400.58
2016;9;GO;Brazil_State;Sales;Table;2665;4247.72
2016;9;GO;Brazil_State;Sales;Wine;2890;5746.93
2016;9;GO;Brazil_State;Sales;Sparkling;1824;4403.92
2016;10;GO;Brazil_State;Production;Table;131;418.8
2016;10;GO;Brazil_State;Production;Wine;1266;2199.27
2016;10;GO;Brazil_State;Production;Sparkling;3195;6931.91
2016;10;GO;Brazil_State;Sales;Table;2313;5751.44
2016;10;GO;Brazil_State;Sales;Wine;972;2565.44
2016;10;GO;Brazil_State;Sales;Sparkling;4434;13678.9
2016;11;GO;Brazil_State;Production;Table;1217;4418.82
2016;11;GO;Brazil_State;Production;Wine;4013;7477.39
2016;11;GO;Brazil_State;Production;Sparkling;3491;8415.07
2016;11;GO;Brazil_State;Sales;Table;945;3267.86
2016;11;GO;Brazil_State;Sales;Wine;2110;4037.49
2016;11;GO;Brazil_State;Sales;Sparkling;2437;3926.48
2016;12;GO;Brazil_State;Production;Table;1849;3139.28
2016;12;GO;Brazil_State;Production;Wine;1177;3471.01
2016;12;GO;Brazil_State;Production;Sparkling;4504;8723.12
2016;12;GO;Brazil_State;Sales;Table;1222;1879.94
2016;12;GO;Brazil_State;Sales;Wine;3079;10181.08
2016;12;GO;Brazil_State;Sales;Sparkling;4347;12582.01
2017;1;GO;Brazil_State;Production;Table;4609;8688.84
2017;1;GO;Brazil_State;Production;Wine;4943;7792.71
2017;1;GO;Brazil_State;Production;Sparkling;4676;10977.93
2017;1;GO;Brazil_State;Sales;Table;3551;5751.43
2017;1;GO;Brazil_State;Sales;Wine;998;3934.2
2017;1;GO;Brazil_State;Sales;Sparkling;241;498.19
2017;2;GO;Brazil_State;Production;Table;3780;8131.89
2017;2;GO;Brazil_State;Production;Wine;1154;3426.12
2017;2;GO;Brazil_State;Production;Sparkling;3498;13539.97
2017;2;GO;Brazil_State;Sales;Table;620;2479.44
2017;2;GO;Brazil_State;Sales;Wine;2337;7585.4
2017;2;GO;Brazil_State;Sales;Sparkling;854;1285.66
2017;3;GO;Brazil_State;Production;Table;660;1342.99
2017;3;GO;Brazil_State;Production;Wine;1856;4180.44
2017;3;GO;Brazil_State;Production;Sparkling;4417;8438.1
2017;3;GO;Brazil_State;Sales;Table;3421;6863.1
2017;3;GO;Brazil_State;Sales;Wine;2192;4998.41
2017;3;GO;Brazil_State;Sales;Sparkling;3130;10225.44
2017;4;GO;Brazil_State;Production;Table;1482;4702.87
2017;4;GO;Brazil_State;Production;Wine;555;1137.74
2017;4;GO;Brazil_State;Production;Sparkling;4229;15832.14
2017;4;GO;Brazil_State;Sales;Table;2254;7813.79
2017;4;GO;Brazil_State;Sales;Wine;1646;4019.76
2017;4;GO;Brazil_State;Sales;Sparkling;729;1331.7
2017;5;GO;Brazil_State;Production;Table;3878;7718.97
2017;5;GO;Brazil_State;Production;Wine;3243;8176.31
2017;5;GO;Brazil_State;Production;Sparkling;3746;11657.49
2017;5;GO;Brazil_State;Sales;Table;3046;10944.58
2017;5;GO;Brazil_State;Sales;Wine;3644;14050.75
2017;5;GO;Brazil_State;Sales;Sparkling;728;2289.35
2017;6;GO;Brazil_State;Production;Table;1693;3813.28
2017;6;GO;Brazil_State;Production;Wine;884;2643.0
2017;6;GO;Brazil_State;Production;Sparkling;1718;3956.73
2017;6;GO;Brazil_State;Sales;Table;330;592.33
2017;6;GO;Brazil_State;Sales;Wine;2812;8685.26
2017;6;GO;Brazil_State;Sales;Sparkling;1296;4212.99
2017;7;GO;Brazil_State;Production;Table;241;620.42
2017;7;GO;Brazil_State;Production;Wine;2613;4280.21
2017;7;GO;Brazil_State;Production;Sparkling;581;1058.26
2017;7;GO;Brazil_State;Sales;Table;4737;14864.38
2017;7;GO;Brazil_State;Sales;Wine;108;211.75
2017;7;GO;Brazil_State;Sales;Sparkling;1623;4561.68
2017;8;GO;Brazil_State;Production;Table;3248;5859.58
2017;8;GO;Brazil_State;Production;Wine;2612;10197.68
2017;8;GO;Brazil_State;Production;Sparkling;991;3460.22
2017;8;GO;Brazil_State;Sales;Table;1824;5321.27
2017;8;GO;Brazil_State;Sales;Wine;485;774.09
2017;8;GO;Brazil_State;Sales;Sparkling;4505;12066.28
2017;9;GO;Brazil_State;Production;Table;2731;7665.22
2017;9;GO;Brazil_State;Production;Wine;1295;2257.07
2017;9;GO;Brazil_State;Production;Sparkling;2689;7982.4
2017;9;GO;Brazil_State;Sales;Table;3939;12556.02
2017;9;GO;Brazil_State;Sales;Wine;1376;2248.48
2017;9;GO;Brazil_State;Sales;Sparkling;1635;4468.63
2017;10;GO;Brazil_State;Production;Table;438;771.4
2017;10;GO;Brazil_State;Production;Wine;3382;7445.39
2017;10;GO;Brazil_State;Production;Sparkling;2870;9390.13
2017;10;GO;Brazil_State;Sales;Table;1109;3920.5
2017;10;GO;Brazil_State;Sales;Wine;1351;5233.56
2017;10;GO;Brazil_State;Sales;Sparkling;4349;7699.32
2017;11;GO;Brazil_State;Production;Table;4162;10742.61
2017;11;GO;Brazil_State;Production;Wine;3632;14251.3
2017;11;GO;Brazil_State;Production;Sparkling;548;1102.93
2017;11;GO;Brazil_State;Sales;Table;3689;8933.1
2017;11;GO;Brazil_State;Sales;Wine;2155;7148.96
2017;11;GO;Brazil_State;Sales;Sparkling;3256;7170.39
2017;12;GO;Brazil_State;Production;Table;2619;8770.94
2017;12;GO;Brazil_State;Production;Wine;1117;2806.75
2017;12;GO;Brazil_State;Production;Sparkling;1717;2925.03
2017;12;GO;Brazil_State;Sales;Table;4750;13725.61
2017;12;GO;Brazil_State;Sales;Wine;4439;13319.25
2017;12;GO;Brazil_State;Sales;Sparkling;221;749.14
2018;1;GO;Brazil_State;Production;Table;1193;2638.14
2018;1;GO;Brazil_State;Production;Wine;2238;3804.01
2018;1;GO;Brazil_State;Production;Sparkling;238;461.25
2018;1;GO;Brazil_State;Sales;Table;2767;9980.48
2018;1;GO;Brazil_State;Sales;Wine;2953;8949.13
2018;1;GO;Brazil_State;Sales;Sparkling;3874;10601.38
2018;2;GO;Brazil_State;Production;Table;899;1635.85
2018;2;GO;Brazil_State;Production;Wine;4036;11244.13
2018;2;GO;Brazil_State;Production;Sparkling;4314;12275.43
2018;2;GO;Brazil_State;Sales;Table;2357;7122.61
2018;2;GO;Brazil_State;Sales;Wine;3126;5942.32
2018;2;GO;Brazil_State;Sales;Sparkling;2952;7487.16
2018;3;GO;Brazil_State;Production;Table;4502;8481.98
2018;3;GO;Brazil_State;Production;Wine;2536;3840.27
2018;3;GO;Brazil_State;Production;Sparkling;1727;6074.29
2018;3;GO;Brazil_State;Sales;Table;1354;5044.04
2018;3;GO;Brazil_State;Sales;Wine;2013;5714.98
2018;3;GO;Brazil_State;Sales;Sparkling;4344;7400.98
2018;4;GO;Brazil_State;Production;Table;1215;3235.31
2018;4;GO;Brazil_State;Production;Wine;2767;8844.24
2018;4;GO;Brazil_State;Production;Sparkling;4176;6528.88
2018;4;GO;Brazil_State;Sales;Table;709;1444.15
2018;4;GO;Brazil_State;Sales;Wine;4692;17867.24
2018;4;GO;Brazil_State;Sales;Sparkling;2324;8557.83
2018;5;GO;Brazil_State;Production;Table;1518;2398.51
2018;5;GO;Brazil_State;Production;Wine;3316;6705.69
2018;5;GO;Brazil_State;Production;Sparkling;1201;3101.82
2018;5;GO;Brazil_State;Sales;Table;2616;4290.76
2018;5;GO;Brazil_State;Sales;Wine;2849;4457.31
2018;5;GO;Brazil_State;Sales;Sparkling;4561;6875.28
2018;6;GO;Brazil_State;Production;Table;2463;5688.11
2018;6;GO;Brazil_State;Production;Wine;2696;6200.87
2018;6;GO;Brazil_State;Production;Sparkling;4834;18721.73
2018;6;GO;Brazil_State;Sales;Table;2108;3468.37
2018;6;GO;Brazil_State;Sales;Wine;4564;17182.05
2018;6;GO;Brazil_State;Sales;Sparkling;3356;13421.26
2018;7;GO;Brazil_State;Production;Table;2445;5260.15
2018;7;GO;Brazil_State;Production;Wine;4298;8457.95
2018;7;GO;Brazil_State;Production;Sparkling;4042;14904.2
2018;7;GO;Brazil_State;Sales;Table;1004;1914.26
2018;7;GO;Brazil_State;Sales;Wine;2651;7668.45
2018;7;GO;Brazil_State;Sales;Sparkling;4339;9926.07
2018;8;GO;Brazil_State;Production;Table;1316;4422.32
2018;8;GO;Brazil_State;Production;Wine;1523;3632.0
2018;8;GO;Brazil_State;Production;Sparkling;1647;4030.41
2018;8;GO;Brazil_State;Sales;Table;4843;18316.7
2018;8;GO;Brazil_State;Sales;Wine;2792;9225.38
2018;8;GO;Brazil_State;Sales;Sparkling;519;1285.46
2018;9;GO;Brazil_State;Production;Table;583;1474.34
2018;9;GO;Brazil_State;Production;Wine;4105;15626.52
2018;9;GO;Brazil_State;Production;Sparkling;4137;15449.71
2018;9;GO;Brazil_State;Sales;Table;940;3141.14
2018;9;GO;Brazil_State;Sales;Wine;3021;9850.61
2018;9;GO;Brazil_State;Sales;Sparkling;1722;4998.62
2018;10;GO;Brazil_State;Production;Table;4989;11934.79
2018;10;GO;Brazil_State;Production;Wine;4111;13256.83
2018;10;GO;Brazil_State;Production;Sparkling;233;371.51
2018;10;GO;Brazil_State;Sales;Table;2283;8390.34
2018;10;GO;Brazil_State;Sales;Wine;3190;11175.94
2018;10;GO;Brazil_State;Sales;Sparkling;4772;14490.69
2018;11;GO;Brazil_State;Production;Table;3386;6559.92
2018;11;GO;Brazil_State;Production;Wine;4920;11801.17
2018;11;GO;Brazil_State;Production;Sparkling;3904;10910.17
2018;11;GO;Brazil_State;Sales;Table;1880;5471.2
2018;11;GO;Brazil_State;Sales;Wine;4356;16525.77
2018;11;GO;Brazil_State;Sales;Sparkling;1410;4199.13
2018;12;GO;Brazil_State;Production;Table;2736;5624.89
2018;12;GO;Brazil_State;Production;Wine;892;3453.5
2018;12;GO;Brazil_State;Production;Sparkling;1160;4283.06
2018;12;GO;Brazil_State;Sales;Table;436;1737.06
2018;12;GO;Brazil_State;Sales;Wine;4764;13252.11
2018;12;GO;Brazil_State;Sales;Sparkling;536;1976.47
2019;1;GO;Brazil_State;Production;Table;590;2258.62
2019;1;GO;Brazil_State;Production;Wine;2110;8192.16
2019;1;GO;Brazil_State;Production;Sparkling;1288;2067.26
2019;1;GO;Brazil_State;Sales;Table;4517;7584.94
2019;1;GO;Brazil_State;Sales;Wine;3957;7413.29
2019;1;GO;Brazil_State;Sales;Sparkling;1130;1959.01
2019;2;GO;Brazil_State;Production;Table;2244;6110.92
2019;2;GO;Brazil_State;Production;Wine;1650;2485.13
2019;2;GO;Brazil_State;Production;Sparkling;3742;9523.37
2019;2;GO;Brazil_State;Sales;Table;3133;10955.88
2019;2;GO;Brazil_State;Sales;Wine;1821;6261.12
2019;2;GO;Brazil_State;Sales;Sparkling;4250;10288.98
2019;3;GO;Brazil_State;Production;Table;1114;2537.6
2019;3;GO;Brazil_State;Production;Wine;370;1269.79
2019;3;GO;Brazil_State;Production;Sparkling;3281;6289.99
2019;3;GO;Brazil_State;Sales;Table;3651;12317.08
2019;3;GO;Brazil_State;Sales;Wine;1618;5929.33
2019;3;GO;Brazil_State;Sales;Sparkling;1569;6229.73
2019;4;GO;Brazil_State;Production;Table;1915;5023.73
2019;4;GO;Brazil_State;Production;Wine;54;131.26
2019;4;GO;Brazil_State;Production;Sparkling;1218;4125.91
2019;4;GO;Brazil_State;Sales;Table;397;1450.29
2019;4;GO;Brazil_State;Sales;Wine;1863;3020.62
2019;4;GO;Brazil_State;Sales;Sparkling;2624;4533.51
2019;5;GO;Brazil_State;Production;Table;102;238.36
2019;5;GO;Brazil_State;Production;Wine;919;1894.23
2019;5;GO;Brazil_State;Production;Sparkling;3921;9384.68
2019;5;GO;Brazil_State;Sales;Table;4083;6589.45
2019;5;GO;Brazil_State;Sales;Wine;3903;13612.57
2019;5;GO;Brazil_State;Sales;Sparkling;4435;11178.66
2019;6;GO;Brazil_State;Production;Table;2874;9651.6
2019;6;GO;Brazil_State;Production;Wine;1036;1712.43
2019;6;GO;Brazil_State;Production;Sparkling;3540;8226.45
2019;6;GO;Brazil_State;Sales;Table;2783;7697.58
2019;6;GO;Brazil_State;Sales;Wine;4126;13599.72
2019;6;GO;Brazil_State;Sales;Sparkling;3157;8446.83
2019;7;GO;Brazil_State;Production;Table;3380;9802.03
2019;7;GO;Brazil_State;Production;Wine;973;3329.97
2019;7;GO;Brazil_State;Production;Sparkling;290;1125.78
2019;7;GO;Brazil_State;Sales;Table;1946;6492.19
2019;7;GO;Brazil_State;Sales;Wine;863;1750.6
